"Source Name"	"Characteristics[Subject ID]"	"Characteristics[Strain]"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Sex]"	"Factor Value[Age]"	"Characteristics[AgeUnit]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organ]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Tissue]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Cell]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Assay Type]"	"Characteristics[Biological Replicate]"	"Characteristics[Technical Replicate]"	"Factor Value[Compound]"	"Term Source REF"	"Term Accession Number"	"Characteristics[StdInChIKey]"	"Comment [ChEMBL ID]"	"Characteristics[Eniantiomer]"	"Characteristics[Compound Class]"	"Characteristics[Control]"	"Characteristics[Sample Match]"	"Factor Value[Dose]"	"Characteristics[DoseUnit]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Dose Duration]"	"Characteristics[Dose DurationUnit]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Dose Frequency]"	"Characteristics[Vehicle]"	"Characteristics[Route]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Sample TimePoint]"	"Characteristics[Sample TimePointUnit]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Treatment Group]"	"Protocol REF"	"Sample Name"
"LUM-7-BR234-P16.PHA 4000-72h-R-2-1"	""	"BR234/p16"	"Homo sapiens"	"NCBITaxon"	"obo:NCBITaxon_9606"	""	""	""	""	""	""	""	""	""	""	""	"lung"	"BTO"	"763"	"in vitro"	"2"	"1"	"phthalic anhydride"	"CHEBI"	"CHEBI:36605"	"LGRFSURHDFAFJT-UHFFFAOYSA-N"	"CHEMBL1371297"	""	"Non-carcinogen"	"FALSE"	"LUM-7-BR234-P16.DMSO-72h-R"	"4000"	"micromolar"	"UO"	"UO:0000064"	"72"	"hour"	"UO"	"UO:0000032"	""	"DMSO"	""	""	""	""	""	""	""	""	"sample collection"	"LUM-7-BR234-P16.PHA 4000-72h-R-2-1"
"LUM-7-BR234-P16.PHA 4000-72h-R-3-1"	""	"BR234/p16"	"Homo sapiens"	"NCBITaxon"	"obo:NCBITaxon_9606"	""	""	""	""	""	""	""	""	""	""	""	"lung"	"BTO"	"763"	"in vitro"	"3"	"1"	"phthalic anhydride"	"CHEBI"	"CHEBI:36605"	"LGRFSURHDFAFJT-UHFFFAOYSA-N"	"CHEMBL1371297"	""	"Non-carcinogen"	"FALSE"	"LUM-7-BR234-P16.DMSO-72h-R"	"4000"	"micromolar"	"UO"	"UO:0000064"	"72"	"hour"	"UO"	"UO:0000032"	""	"DMSO"	""	""	""	""	""	""	""	""	"sample collection"	"LUM-7-BR234-P16.PHA 4000-72h-R-3-1"
"LUM-7-BR234-P16.RES 1000-72h-R-1-1"	""	"BR234/p16"	"Homo sapiens"	"NCBITaxon"	"obo:NCBITaxon_9606"	""	""	""	""	""	""	""	""	""	""	""	"lung"	"BTO"	"763"	"in vitro"	"1"	"1"	"resorcinol"	"CHEBI"	"CHEBI:27810"	"GHMLBKRAJCXXBS-UHFFFAOYSA-N"	"CHEMBL24147"	""	"Non-carcinogen"	"FALSE"	"LUM-7-BR234-P16.Water-72h"	"1000"	"micromolar"	"UO"	"UO:0000064"	"72"	"hour"	"UO"	"UO:0000032"	""	"Water"	""	""	""	""	""	""	""	""	"sample collection"	"LUM-7-BR234-P16.RES 1000-72h-R-1-1"
"LUM-7-BR234-P16.RES 1000-72h-R-2-1"	""	"BR234/p16"	"Homo sapiens"	"NCBITaxon"	"obo:NCBITaxon_9606"	""	""	""	""	""	""	""	""	""	""	""	"lung"	"BTO"	"763"	"in vitro"	"2"	"1"	"resorcinol"	"CHEBI"	"CHEBI:27810"	"GHMLBKRAJCXXBS-UHFFFAOYSA-N"	"CHEMBL24147"	""	"Non-carcinogen"	"FALSE"	"LUM-7-BR234-P16.Water-72h"	"1000"	"micromolar"	"UO"	"UO:0000064"	"72"	"hour"	"UO"	"UO:0000032"	""	"Water"	""	""	""	""	""	""	""	""	"sample collection"	"LUM-7-BR234-P16.RES 1000-72h-R-2-1"
"LUM-7-BR234-P16.RES 1000-72h-R-3-1"	""	"BR234/p16"	"Homo sapiens"	"NCBITaxon"	"obo:NCBITaxon_9606"	""	""	""	""	""	""	""	""	""	""	""	"lung"	"BTO"	"763"	"in vitro"	"3"	"1"	"resorcinol"	"CHEBI"	"CHEBI:27810"	"GHMLBKRAJCXXBS-UHFFFAOYSA-N"	"CHEMBL24147"	""	"Non-carcinogen"	"FALSE"	"LUM-7-BR234-P16.Water-72h"	"1000"	"micromolar"	"UO"	"UO:0000064"	"72"	"hour"	"UO"	"UO:0000032"	""	"Water"	""	""	""	""	""	""	""	""	"sample collection"	"LUM-7-BR234-P16.RES 1000-72h-R-3-1"
"LUM-7-BR234-P16.SAR 7.5-72h-R-1-1"	""	"BR234/p16"	"Homo sapiens"	"NCBITaxon"	"obo:NCBITaxon_9606"	""	""	""	""	""	""	""	""	""	""	""	"lung"	"BTO"	"763"	"in vitro"	"1"	"1"	"sodium metaarsenite"	"CHEBI"	"CHEBI:29678"	"BMHFAZFKCQGNFO-UHFFFAOYSA-N"	""	""	"Non-genotoxic"	"FALSE"	"LUM-7-BR234-P16.Water-72h"	"7.5"	"micromolar"	"UO"	"UO:0000064"	"72"	"hour"	"UO"	"UO:0000032"	""	"Water"	""	""	""	""	""	""	""	""	"sample collection"	"LUM-7-BR234-P16.SAR 7.5-72h-R-1-1"
"LUM-7-BR234-P16.SAR 7.5-72h-R-2-1"	""	"BR234/p16"	"Homo sapiens"	"NCBITaxon"	"obo:NCBITaxon_9606"	""	""	""	""	""	""	""	""	""	""	""	"lung"	"BTO"	"763"	"in vitro"	"2"	"1"	"sodium metaarsenite"	"CHEBI"	"CHEBI:29678"	"BMHFAZFKCQGNFO-UHFFFAOYSA-N"	""	""	"Non-genotoxic"	"FALSE"	"LUM-7-BR234-P16.Water-72h"	"7.5"	"micromolar"	"UO"	"UO:0000064"	"72"	"hour"	"UO"	"UO:0000032"	""	"Water"	""	""	""	""	""	""	""	""	"sample collection"	"LUM-7-BR234-P16.SAR 7.5-72h-R-2-1"
"LUM-7-BR234-P16.SAR 7.5-72h-R-3-1"	""	"BR234/p16"	"Homo sapiens"	"NCBITaxon"	"obo:NCBITaxon_9606"	""	""	""	""	""	""	""	""	""	""	""	"lung"	"BTO"	"763"	"in vitro"	"3"	"1"	"sodium metaarsenite"	"CHEBI"	"CHEBI:29678"	"BMHFAZFKCQGNFO-UHFFFAOYSA-N"	""	""	"Non-genotoxic"	"FALSE"	"LUM-7-BR234-P16.Water-72h"	"7.5"	"micromolar"	"UO"	"UO:0000064"	"72"	"hour"	"UO"	"UO:0000032"	""	"Water"	""	""	""	""	""	""	""	""	"sample collection"	"LUM-7-BR234-P16.SAR 7.5-72h-R-3-1"
"LUM-7-BR234-P16.SDI 5-72h-R-1-1"	""	"BR234/p16"	"Homo sapiens"	"NCBITaxon"	"obo:NCBITaxon_9606"	""	""	""	""	""	""	""	""	""	""	""	"lung"	"BTO"	"763"	"in vitro"	"1"	"1"	"sodium dichromate"	"CHEBI"	"CHEBI:39483"	"KIEOKOFEPABQKJ-UHFFFAOYSA-N"	""	""	"Genotoxic"	"FALSE"	"LUM-7-BR234-P16.Water-72h"	"5"	"micromolar"	"UO"	"UO:0000064"	"72"	"hour"	"UO"	"UO:0000032"	""	"Water"	""	""	""	""	""	""	""	""	"sample collection"	"LUM-7-BR234-P16.SDI 5-72h-R-1-1"
"LUM-7-BR234-P16.SDI 5-72h-R-2-1"	""	"BR234/p16"	"Homo sapiens"	"NCBITaxon"	"obo:NCBITaxon_9606"	""	""	""	""	""	""	""	""	""	""	""	"lung"	"BTO"	"763"	"in vitro"	"2"	"1"	"sodium dichromate"	"CHEBI"	"CHEBI:39483"	"KIEOKOFEPABQKJ-UHFFFAOYSA-N"	""	""	"Genotoxic"	"FALSE"	"LUM-7-BR234-P16.Water-72h"	"5"	"micromolar"	"UO"	"UO:0000064"	"72"	"hour"	"UO"	"UO:0000032"	""	"Water"	""	""	""	""	""	""	""	""	"sample collection"	"LUM-7-BR234-P16.SDI 5-72h-R-2-1"
"LUM-7-BR234-P16.SDI 5-72h-R-3-1"	""	"BR234/p16"	"Homo sapiens"	"NCBITaxon"	"obo:NCBITaxon_9606"	""	""	""	""	""	""	""	""	""	""	""	"lung"	"BTO"	"763"	"in vitro"	"3"	"1"	"sodium dichromate"	"CHEBI"	"CHEBI:39483"	"KIEOKOFEPABQKJ-UHFFFAOYSA-N"	""	""	"Genotoxic"	"FALSE"	"LUM-7-BR234-P16.Water-72h"	"5"	"micromolar"	"UO"	"UO:0000064"	"72"	"hour"	"UO"	"UO:0000032"	""	"Water"	""	""	""	""	""	""	""	""	"sample collection"	"LUM-7-BR234-P16.SDI 5-72h-R-3-1"
"LUM-7-BR234-p16.STY 6000-72h-R-1-1"	""	"BR234/p16"	"Homo sapiens"	"NCBITaxon"	"obo:NCBITaxon_9606"	""	""	""	""	""	""	""	""	""	""	""	"lung"	"BTO"	"763"	"in vitro"	"1"	"1"	"styrene"	"CHEBI"	"CHEBI:27452"	"PPBRXRYQALVLMV-UHFFFAOYSA-N"	"CHEMBL285235"	""	"Non-genotoxic"	"FALSE"	"LUM-7-BR234-P16.DMSO-72h-R"	"6000"	"micromolar"	"UO"	"UO:0000064"	"72"	"hour"	"UO"	"UO:0000032"	""	"DMSO"	""	""	""	""	""	""	""	""	"sample collection"	"LUM-7-BR234-p16.STY 6000-72h-R-1-1"
"LUM-7-BR234-p16.STY 6000-72h-R-2-1"	""	"BR234/p16"	"Homo sapiens"	"NCBITaxon"	"obo:NCBITaxon_9606"	""	""	""	""	""	""	""	""	""	""	""	"lung"	"BTO"	"763"	"in vitro"	"2"	"1"	"styrene"	"CHEBI"	"CHEBI:27452"	"PPBRXRYQALVLMV-UHFFFAOYSA-N"	"CHEMBL285235"	""	"Non-genotoxic"	"FALSE"	"LUM-7-BR234-P16.DMSO-72h-R"	"6000"	"micromolar"	"UO"	"UO:0000064"	"72"	"hour"	"UO"	"UO:0000032"	""	"DMSO"	""	""	""	""	""	""	""	""	"sample collection"	"LUM-7-BR234-p16.STY 6000-72h-R-2-1"
"LUM-7-BR234-p16.STY 6000-72h-R-3-1"	""	"BR234/p16"	"Homo sapiens"	"NCBITaxon"	"obo:NCBITaxon_9606"	""	""	""	""	""	""	""	""	""	""	""	"lung"	"BTO"	"763"	"in vitro"	"3"	"1"	"styrene"	"CHEBI"	"CHEBI:27452"	"PPBRXRYQALVLMV-UHFFFAOYSA-N"	"CHEMBL285235"	""	"Non-genotoxic"	"FALSE"	"LUM-7-BR234-P16.DMSO-72h-R"	"6000"	"micromolar"	"UO"	"UO:0000064"	"72"	"hour"	"UO"	"UO:0000032"	""	"DMSO"	""	""	""	""	""	""	""	""	"sample collection"	"LUM-7-BR234-p16.STY 6000-72h-R-3-1"
"LUM-7-BR234-P16.TCD 0.05-72h-R-1-1"	""	"BR234/p16"	"Homo sapiens"	"NCBITaxon"	"obo:NCBITaxon_9606"	""	""	""	""	""	""	""	""	""	""	""	"lung"	"BTO"	"763"	"in vitro"	"1"	"1"	"2,3,7,8-tetrachlorodibenzodioxine"	"CHEBI"	"CHEBI:28119"	"HGUFODBRKLSHSI-UHFFFAOYSA-N"	"CHEMBL30327"	""	"Non-genotoxic"	"FALSE"	"LUM-7-BR234-P16.DMSO-72h-R"	"0.05"	"micromolar"	"UO"	"UO:0000064"	"72"	"hour"	"UO"	"UO:0000032"	""	"DMSO"	""	""	""	""	""	""	""	""	"sample collection"	"LUM-7-BR234-P16.TCD 0.05-72h-R-1-1"
"LUM-7-BR234-P16.TCD 0.05-72h-R-2-1"	""	"BR234/p16"	"Homo sapiens"	"NCBITaxon"	"obo:NCBITaxon_9606"	""	""	""	""	""	""	""	""	""	""	""	"lung"	"BTO"	"763"	"in vitro"	"2"	"1"	"2,3,7,8-tetrachlorodibenzodioxine"	"CHEBI"	"CHEBI:28119"	"HGUFODBRKLSHSI-UHFFFAOYSA-N"	"CHEMBL30327"	""	"Non-genotoxic"	"FALSE"	"LUM-7-BR234-P16.DMSO-72h-R"	"0.05"	"micromolar"	"UO"	"UO:0000064"	"72"	"hour"	"UO"	"UO:0000032"	""	"DMSO"	""	""	""	""	""	""	""	""	"sample collection"	"LUM-7-BR234-P16.TCD 0.05-72h-R-2-1"
"LUM-7-BR234-P16.TCD 0.05-72h-R-3-1"	""	"BR234/p16"	"Homo sapiens"	"NCBITaxon"	"obo:NCBITaxon_9606"	""	""	""	""	""	""	""	""	""	""	""	"lung"	"BTO"	"763"	"in vitro"	"3"	"1"	"2,3,7,8-tetrachlorodibenzodioxine"	"CHEBI"	"CHEBI:28119"	"HGUFODBRKLSHSI-UHFFFAOYSA-N"	"CHEMBL30327"	""	"Non-genotoxic"	"FALSE"	"LUM-7-BR234-P16.DMSO-72h-R"	"0.05"	"micromolar"	"UO"	"UO:0000064"	"72"	"hour"	"UO"	"UO:0000032"	""	"DMSO"	""	""	""	""	""	""	""	""	"sample collection"	"LUM-7-BR234-P16.TCD 0.05-72h-R-3-1"
"LUM-7-BR234-P16.URE 10000-72h-R-1-1"	""	"BR234/p16"	"Homo sapiens"	"NCBITaxon"	"obo:NCBITaxon_9606"	""	""	""	""	""	""	""	""	""	""	""	"lung"	"BTO"	"763"	"in vitro"	"1"	"1"	"urea"	"CHEBI"	"CHEBI:16199"	"XSQUKJJJFZCRTK-UHFFFAOYSA-N"	"CHEMBL985"	""	"Non-carcinogen"	"FALSE"	"LUM-7-BR234-P16.Water-72h"	"10000"	"micromolar"	"UO"	"UO:0000064"	"72"	"hour"	"UO"	"UO:0000032"	""	"Water"	""	""	""	""	""	""	""	""	"sample collection"	"LUM-7-BR234-P16.URE 10000-72h-R-1-1"
"LUM-7-BR234-P16.URE 10000-72h-R-2-1"	""	"BR234/p16"	"Homo sapiens"	"NCBITaxon"	"obo:NCBITaxon_9606"	""	""	""	""	""	""	""	""	""	""	""	"lung"	"BTO"	"763"	"in vitro"	"2"	"1"	"urea"	"CHEBI"	"CHEBI:16199"	"XSQUKJJJFZCRTK-UHFFFAOYSA-N"	"CHEMBL985"	""	"Non-carcinogen"	"FALSE"	"LUM-7-BR234-P16.Water-72h"	"10000"	"micromolar"	"UO"	"UO:0000064"	"72"	"hour"	"UO"	"UO:0000032"	""	"Water"	""	""	""	""	""	""	""	""	"sample collection"	"LUM-7-BR234-P16.URE 10000-72h-R-2-1"
"LUM-7-BR234-P16.URE 10000-72h-R-3-1"	""	"BR234/p16"	"Homo sapiens"	"NCBITaxon"	"obo:NCBITaxon_9606"	""	""	""	""	""	""	""	""	""	""	""	"lung"	"BTO"	"763"	"in vitro"	"3"	"1"	"urea"	"CHEBI"	"CHEBI:16199"	"XSQUKJJJFZCRTK-UHFFFAOYSA-N"	"CHEMBL985"	""	"Non-carcinogen"	"FALSE"	"LUM-7-BR234-P16.Water-72h"	"10000"	"micromolar"	"UO"	"UO:0000064"	"72"	"hour"	"UO"	"UO:0000032"	""	"Water"	""	""	""	""	""	""	""	""	"sample collection"	"LUM-7-BR234-P16.URE 10000-72h-R-3-1"
"LUM-7-BR234-P16.Water-72h-R-1-1"	""	"BR234/p16"	"Homo sapiens"	"NCBITaxon"	"obo:NCBITaxon_9606"	""	""	""	""	""	""	""	""	""	""	""	"lung"	"BTO"	"763"	"in vitro"	"1"	"1"	"untreated"	""	""	""	""	""	"CTRL"	"TRUE"	""	""	""	""	""	"72"	"hour"	"UO"	"UO:0000032"	""	"None"	""	""	""	""	""	""	""	""	"sample collection"	"LUM-7-BR234-P16.Water-72h-R-1-1"
"LUM-7-BR234-P16.Water-72h-R-2-1"	""	"BR234/p16"	"Homo sapiens"	"NCBITaxon"	"obo:NCBITaxon_9606"	""	""	""	""	""	""	""	""	""	""	""	"lung"	"BTO"	"763"	"in vitro"	"2"	"1"	"untreated"	""	""	""	""	""	"CTRL"	"TRUE"	""	""	""	""	""	"72"	"hour"	"UO"	"UO:0000032"	""	"None"	""	""	""	""	""	""	""	""	"sample collection"	"LUM-7-BR234-P16.Water-72h-R-2-1"
"LUM-7-BR234-P16.Water-72h-R-3-1"	""	"BR234/p16"	"Homo sapiens"	"NCBITaxon"	"obo:NCBITaxon_9606"	""	""	""	""	""	""	""	""	""	""	""	"lung"	"BTO"	"763"	"in vitro"	"3"	"1"	"untreated"	""	""	""	""	""	"CTRL"	"TRUE"	""	""	""	""	""	"72"	"hour"	"UO"	"UO:0000032"	""	"None"	""	""	""	""	""	""	""	""	"sample collection"	"LUM-7-BR234-P16.Water-72h-R-3-1"
"LUM-8-BR200-EtO 0%-24h-R-1-1"	""	"BR200"	"Homo sapiens"	"NCBITaxon"	"obo:NCBITaxon_9606"	""	""	""	""	""	""	""	""	""	""	""	"lung"	"BTO"	"763"	"in vitro"	"1"	"1"	"oxirane"	"CHEBI"	"CHEBI:27561"	"IAYPIBMASNFSPL-UHFFFAOYSA-N"	"CHEMBL1743219"	""	"Genotoxic"	"FALSE"	"LUM-8-BR200-Inc 24h-R-1-1"	"0"	"percent"	"UO"	"UO:0000187"	"24"	"hour"	"UO"	"UO:0000032"	""	"None"	""	""	""	""	""	""	""	""	"sample collection"	"LUM-8-BR200-EtO 0%-24h-R-1-1"
"LUM-8-BR200-EtO 0%-72h-R-1-1"	""	"BR200"	"Homo sapiens"	"NCBITaxon"	"obo:NCBITaxon_9606"	""	""	""	""	""	""	""	""	""	""	""	"lung"	"BTO"	"763"	"in vitro"	"1"	"1"	"oxirane"	"CHEBI"	"CHEBI:27561"	"IAYPIBMASNFSPL-UHFFFAOYSA-N"	"CHEMBL1743219"	""	"Genotoxic"	"FALSE"	"LUM-8-BR200-Inc 72h-R-1-1"	"0"	"percent"	"UO"	"UO:0000187"	"72"	"hour"	"UO"	"UO:0000032"	""	"None"	""	""	""	""	""	""	""	""	"sample collection"	"LUM-8-BR200-EtO 0%-72h-R-1-1"
"LUM-8-BR200-EtO 0.01%-24h-R-1-1"	""	"BR200"	"Homo sapiens"	"NCBITaxon"	"obo:NCBITaxon_9606"	""	""	""	""	""	""	""	""	""	""	""	"lung"	"BTO"	"763"	"in vitro"	"1"	"1"	"oxirane"	"CHEBI"	"CHEBI:27561"	"IAYPIBMASNFSPL-UHFFFAOYSA-N"	"CHEMBL1743219"	""	"Genotoxic"	"FALSE"	"LUM-8-BR200-Inc 24h-R-1-1"	"0.01"	"percent"	"UO"	"UO:0000187"	"24"	"hour"	"UO"	"UO:0000032"	""	"None"	""	""	""	""	""	""	""	""	"sample collection"	"LUM-8-BR200-EtO 0.01%-24h-R-1-1"
"LUM-8-BR200-EtO 0.01%-72h-R-1-1"	""	"BR200"	"Homo sapiens"	"NCBITaxon"	"obo:NCBITaxon_9606"	""	""	""	""	""	""	""	""	""	""	""	"lung"	"BTO"	"763"	"in vitro"	"1"	"1"	"oxirane"	"CHEBI"	"CHEBI:27561"	"IAYPIBMASNFSPL-UHFFFAOYSA-N"	"CHEMBL1743219"	""	"Genotoxic"	"FALSE"	"LUM-8-BR200-Inc 72h-R-1-1"	"0.01"	"percent"	"UO"	"UO:0000187"	"72"	"hour"	"UO"	"UO:0000032"	""	"None"	""	""	""	""	""	""	""	""	"sample collection"	"LUM-8-BR200-EtO 0.01%-72h-R-1-1"
"LUM-8-BR200-EtO 0.02%-24h-R-1-1"	""	"BR200"	"Homo sapiens"	"NCBITaxon"	"obo:NCBITaxon_9606"	""	""	""	""	""	""	""	""	""	""	""	"lung"	"BTO"	"763"	"in vitro"	"1"	"1"	"oxirane"	"CHEBI"	"CHEBI:27561"	"IAYPIBMASNFSPL-UHFFFAOYSA-N"	"CHEMBL1743219"	""	"Genotoxic"	"FALSE"	"LUM-8-BR200-Inc 24h-R-1-1"	"0.02"	"percent"	"UO"	"UO:0000187"	"24"	"hour"	"UO"	"UO:0000032"	""	"None"	""	""	""	""	""	""	""	""	"sample collection"	"LUM-8-BR200-EtO 0.02%-24h-R-1-1"
"LUM-8-BR200-EtO 0.02%-72h-R-1-1"	""	"BR200"	"Homo sapiens"	"NCBITaxon"	"obo:NCBITaxon_9606"	""	""	""	""	""	""	""	""	""	""	""	"lung"	"BTO"	"763"	"in vitro"	"1"	"1"	"oxirane"	"CHEBI"	"CHEBI:27561"	"IAYPIBMASNFSPL-UHFFFAOYSA-N"	"CHEMBL1743219"	""	"Genotoxic"	"FALSE"	"LUM-8-BR200-Inc 72h-R-1-1"	"0.02"	"percent"	"UO"	"UO:0000187"	"72"	"hour"	"UO"	"UO:0000032"	""	"None"	""	""	""	""	""	""	""	""	"sample collection"	"LUM-8-BR200-EtO 0.02%-72h-R-1-1"
"LUM-8-BR200-EtO 0.04%-24h-R-1-1"	""	"BR200"	"Homo sapiens"	"NCBITaxon"	"obo:NCBITaxon_9606"	""	""	""	""	""	""	""	""	""	""	""	"lung"	"BTO"	"763"	"in vitro"	"1"	"1"	"oxirane"	"CHEBI"	"CHEBI:27561"	"IAYPIBMASNFSPL-UHFFFAOYSA-N"	"CHEMBL1743219"	""	"Genotoxic"	"FALSE"	"LUM-8-BR200-Inc 24h-R-1-1"	"0.04"	"percent"	"UO"	"UO:0000187"	"24"	"hour"	"UO"	"UO:0000032"	""	"None"	""	""	""	""	""	""	""	""	"sample collection"	"LUM-8-BR200-EtO 0.04%-24h-R-1-1"
"LUM-8-BR200-Inc 0h-R-1-1"	""	"BR200"	"Homo sapiens"	"NCBITaxon"	"obo:NCBITaxon_9606"	""	""	""	""	""	""	""	""	""	""	""	"lung"	"BTO"	"763"	"in vitro"	"1"	"1"	"untreated"	""	""	""	""	""	"CTRL"	"TRUE"	""	""	""	""	""	"0"	"hour"	"UO"	"UO:0000032"	""	"None"	""	""	""	""	""	""	""	""	"sample collection"	"LUM-8-BR200-Inc 0h-R-1-1"
"LUM-8-BR200-Inc 24h-R-1-1"	""	"BR200"	"Homo sapiens"	"NCBITaxon"	"obo:NCBITaxon_9606"	""	""	""	""	""	""	""	""	""	""	""	"lung"	"BTO"	"763"	"in vitro"	"1"	"1"	"untreated"	""	""	""	""	""	"CTRL"	"TRUE"	""	""	""	""	""	"24"	"hour"	"UO"	"UO:0000032"	""	"None"	""	""	""	""	""	""	""	""	"sample collection"	"LUM-8-BR200-Inc 24h-R-1-1"
"LUM-8-BR200-Inc 72h-R-1-1"	""	"BR200"	"Homo sapiens"	"NCBITaxon"	"obo:NCBITaxon_9606"	""	""	""	""	""	""	""	""	""	""	""	"lung"	"BTO"	"763"	"in vitro"	"1"	"1"	"untreated"	""	""	""	""	""	"CTRL"	"TRUE"	""	""	""	""	""	"72"	"hour"	"UO"	"UO:0000032"	""	"None"	""	""	""	""	""	""	""	""	"sample collection"	"LUM-8-BR200-Inc 72h-R-1-1"
"LUM-8-BR234-EtO 0%-24h-R-1-1"	""	"BR234"	"Homo sapiens"	"NCBITaxon"	"obo:NCBITaxon_9606"	""	""	""	""	""	""	""	""	""	""	""	"lung"	"BTO"	"763"	"in vitro"	"1"	"1"	"oxirane"	"CHEBI"	"CHEBI:27561"	"IAYPIBMASNFSPL-UHFFFAOYSA-N"	"CHEMBL1743219"	""	"Genotoxic"	"FALSE"	"LUM-8-BR200-Inc 24h-R-1-1"	"0"	"percent"	"UO"	"UO:0000187"	"24"	"hour"	"UO"	"UO:0000032"	""	"None"	""	""	""	""	""	""	""	""	"sample collection"	"LUM-8-BR234-EtO 0%-24h-R-1-1"
"LUM-8-BR234-EtO 0%-72h-R-1-1"	""	"BR234"	"Homo sapiens"	"NCBITaxon"	"obo:NCBITaxon_9606"	""	""	""	""	""	""	""	""	""	""	""	"lung"	"BTO"	"763"	"in vitro"	"1"	"1"	"oxirane"	"CHEBI"	"CHEBI:27561"	"IAYPIBMASNFSPL-UHFFFAOYSA-N"	"CHEMBL1743219"	""	"Genotoxic"	"FALSE"	"LUM-8-BR200-Inc 72h-R-1-1"	"0"	"percent"	"UO"	"UO:0000187"	"72"	"hour"	"UO"	"UO:0000032"	""	"None"	""	""	""	""	""	""	""	""	"sample collection"	"LUM-8-BR234-EtO 0%-72h-R-1-1"
"LUM-8-BR234-EtO 0.01%-24h-R-1-1"	""	"BR234"	"Homo sapiens"	"NCBITaxon"	"obo:NCBITaxon_9606"	""	""	""	""	""	""	""	""	""	""	""	"lung"	"BTO"	"763"	"in vitro"	"1"	"1"	"oxirane"	"CHEBI"	"CHEBI:27561"	"IAYPIBMASNFSPL-UHFFFAOYSA-N"	"CHEMBL1743219"	""	"Genotoxic"	"FALSE"	"LUM-8-BR200-Inc 24h-R-1-1"	"0.01"	"percent"	"UO"	"UO:0000187"	"24"	"hour"	"UO"	"UO:0000032"	""	"None"	""	""	""	""	""	""	""	""	"sample collection"	"LUM-8-BR234-EtO 0.01%-24h-R-1-1"
"LUM-8-BR234-EtO 0.01%-72h-R-1-1"	""	"BR234"	"Homo sapiens"	"NCBITaxon"	"obo:NCBITaxon_9606"	""	""	""	""	""	""	""	""	""	""	""	"lung"	"BTO"	"763"	"in vitro"	"1"	"1"	"oxirane"	"CHEBI"	"CHEBI:27561"	"IAYPIBMASNFSPL-UHFFFAOYSA-N"	"CHEMBL1743219"	""	"Genotoxic"	"FALSE"	"LUM-8-BR200-Inc 72h-R-1-1"	"0.01"	"percent"	"UO"	"UO:0000187"	"72"	"hour"	"UO"	"UO:0000032"	""	"None"	""	""	""	""	""	""	""	""	"sample collection"	"LUM-8-BR234-EtO 0.01%-72h-R-1-1"
"LUM-8-BR234-EtO 0.02%-24h-R-1-1"	""	"BR234"	"Homo sapiens"	"NCBITaxon"	"obo:NCBITaxon_9606"	""	""	""	""	""	""	""	""	""	""	""	"lung"	"BTO"	"763"	"in vitro"	"1"	"1"	"oxirane"	"CHEBI"	"CHEBI:27561"	"IAYPIBMASNFSPL-UHFFFAOYSA-N"	"CHEMBL1743219"	""	"Genotoxic"	"FALSE"	"LUM-8-BR200-Inc 24h-R-1-1"	"0.02"	"percent"	"UO"	"UO:0000187"	"24"	"hour"	"UO"	"UO:0000032"	""	"None"	""	""	""	""	""	""	""	""	"sample collection"	"LUM-8-BR234-EtO 0.02%-24h-R-1-1"
"LUM-8-BR234-EtO 0.02%-72h-R-1-1"	""	"BR234"	"Homo sapiens"	"NCBITaxon"	"obo:NCBITaxon_9606"	""	""	""	""	""	""	""	""	""	""	""	"lung"	"BTO"	"763"	"in vitro"	"1"	"1"	"oxirane"	"CHEBI"	"CHEBI:27561"	"IAYPIBMASNFSPL-UHFFFAOYSA-N"	"CHEMBL1743219"	""	"Genotoxic"	"FALSE"	"LUM-8-BR200-Inc 72h-R-1-1"	"0.02"	"percent"	"UO"	"UO:0000187"	"72"	"hour"	"UO"	"UO:0000032"	""	"None"	""	""	""	""	""	""	""	""	"sample collection"	"LUM-8-BR234-EtO 0.02%-72h-R-1-1"
"LUM-8-BR234-EtO 0.04%-24h-R-1-1"	""	"BR234"	"Homo sapiens"	"NCBITaxon"	"obo:NCBITaxon_9606"	""	""	""	""	""	""	""	""	""	""	""	"lung"	"BTO"	"763"	"in vitro"	"1"	"1"	"oxirane"	"CHEBI"	"CHEBI:27561"	"IAYPIBMASNFSPL-UHFFFAOYSA-N"	"CHEMBL1743219"	""	"Genotoxic"	"FALSE"	"LUM-8-BR200-Inc 24h-R-1-1"	"0.04"	"percent"	"UO"	"UO:0000187"	"24"	"hour"	"UO"	"UO:0000032"	""	"None"	""	""	""	""	""	""	""	""	"sample collection"	"LUM-8-BR234-EtO 0.04%-24h-R-1-1"
